trial_id,deadzone_px,target_size,target_speed,target_distance,success,time_to_lock,hit_ratio
1,2,0.2,3,4,0,10.0,0.0,28.000000000000004
2,4,0.2,3,4,0,10.0,0.0,27.400000000000002
3,2,0.4,3,4,1,2.62,100.0,26.717557251908396
4,4,0.4,3,4,1,3.3200000000000003,100.0,18.072289156626507
