trial_id,deadzone_px,target_size,target_speed,target_distance,success,time_to_lock,hit_ratio
623,2,0.4,80,10,0,10.0,0.0
624,4,0.4,80,10,0,10.0,0.0
625,2,0.6,80,10,0,10.0,0.0
626,4,0.6,80,10,0,10.0,0.0
627,2,0.8,80,10,0,10.0,0.0
628,4,0.8,80,10,0,10.0,0.0
629,2,1.0,80,10,0,10.0,0.0
630,4,1.0,80,10,0,10.0,0.0
631,2,0.2,3,12,0,10.0,0.0
632,4,0.2,3,12,0,10.0,0.0
633,2,0.4,3,12,0,10.0,0.0
634,4,0.4,3,12,0,10.0,0.0
635,2,0.6,3,12,0,10.0,0.0
636,4,0.6,3,12,0,10.0,0.0
637,2,0.8,3,12,0,10.0,0.0
638,4,0.8,3,12,0,10.0,0.0
639,2,1.0,3,12,0,10.0,0.0
640,4,1.0,3,12,0,10.0,0.0
641,2,0.2,5,12,0,10.0,0.0
642,4,0.2,5,12,0,10.0,0.0
643,2,0.4,5,12,0,10.0,0.0
644,4,0.4,5,12,0,10.0,0.0
645,2,0.6,5,12,0,10.0,0.0
646,4,0.6,5,12,0,10.0,0.0
647,2,0.8,5,12,0,10.0,0.0
648,4,0.8,5,12,0,10.0,0.0
649,2,1.0,5,12,0,10.0,0.0
650,4,1.0,5,12,0,10.0,0.0
651,2,0.2,10,12,0,10.0,0.0
652,4,0.2,10,12,0,10.0,0.0
653,2,0.4,10,12,0,10.0,0.0
654,4,0.4,10,12,0,10.0,0.0
655,2,0.6,10,12,0,10.0,0.0
656,4,0.6,10,12,0,10.0,0.0
657,2,0.8,10,12,0,10.0,0.0
658,4,0.8,10,12,0,10.0,0.0
659,2,1.0,10,12,0,10.0,0.0
660,4,1.0,10,12,0,10.0,0.0
661,2,0.2,20,12,0,10.0,0.0
662,4,0.2,20,12,0,10.0,0.0
663,2,0.4,20,12,0,10.0,0.0
664,4,0.4,20,12,0,10.0,0.0
665,2,0.6,20,12,0,10.0,0.0
666,4,0.6,20,12,0,10.0,0.0
667,2,0.8,20,12,0,10.0,0.0
668,4,0.8,20,12,0,10.0,0.0
669,2,1.0,20,12,0,10.0,0.0
670,4,1.0,20,12,0,10.0,0.0
671,2,0.2,40,12,0,10.0,0.0
672,4,0.2,40,12,0,10.0,0.0
673,2,0.4,40,12,0,10.0,0.0
674,4,0.4,40,12,0,10.0,0.0
675,2,0.6,40,12,0,10.0,0.0
676,4,0.6,40,12,0,10.0,0.0
677,2,0.8,40,12,0,10.0,0.0
678,4,0.8,40,12,0,10.0,0.0
679,2,1.0,40,12,0,10.0,0.0
680,4,1.0,40,12,0,10.0,0.0
681,2,0.2,60,12,0,10.0,0.0
682,4,0.2,60,12,0,10.0,0.0
683,2,0.4,60,12,0,10.0,0.0
684,4,0.4,60,12,0,10.0,0.0
685,2,0.6,60,12,0,10.0,0.0
686,4,0.6,60,12,0,10.0,0.0
687,2,0.8,60,12,0,10.0,0.0
688,4,0.8,60,12,0,10.0,0.0
689,2,1.0,60,12,0,10.0,0.0
690,4,1.0,60,12,0,10.0,0.0
691,2,0.2,80,12,0,10.0,0.0
692,4,0.2,80,12,0,10.0,0.0
693,2,0.4,80,12,0,10.0,0.0
694,4,0.4,80,12,0,10.0,0.0
695,2,0.6,80,12,0,10.0,0.0
696,4,0.6,80,12,0,10.0,0.0
697,2,0.8,80,12,0,10.0,0.0
698,4,0.8,80,12,0,10.0,0.0
699,2,1.0,80,12,0,10.0,0.0
700,4,1.0,80,12,0,10.0,0.0
701,2,0.2,3,4,0,10.0,0.0
702,4,0.2,3,4,0,10.0,0.0
703,2,0.4,3,4,0,10.0,0.0
704,4,0.4,3,4,0,10.0,0.0
705,2,0.6,3,4,0,10.0,0.0
706,4,0.6,3,4,0,10.0,0.0
707,2,0.8,3,4,0,10.0,0.0
708,4,0.8,3,4,0,10.0,0.0
709,2,1.0,3,4,0,10.0,0.0
710,4,1.0,3,4,0,10.0,0.0
711,2,0.2,5,4,0,10.0,0.0
712,4,0.2,5,4,0,10.0,0.0
713,2,0.4,5,4,0,10.0,0.0
714,4,0.4,5,4,0,10.0,0.0
715,2,0.6,5,4,0,10.0,0.0
716,4,0.6,5,4,0,10.0,0.0
717,2,0.8,5,4,0,10.0,0.0
718,4,0.8,5,4,0,10.0,0.0
719,2,1.0,5,4,0,10.0,0.0
720,4,1.0,5,4,0,10.0,0.0
721,2,0.2,10,4,0,10.0,0.0
722,4,0.2,10,4,0,10.0,0.0
723,2,0.4,10,4,0,10.0,0.0
724,4,0.4,10,4,0,10.0,0.0
725,2,0.6,10,4,0,10.0,0.0
726,4,0.6,10,4,0,10.0,0.0
727,2,0.8,10,4,0,10.0,0.0
728,4,0.8,10,4,0,10.0,0.0
729,2,1.0,10,4,0,10.0,0.0
730,4,1.0,10,4,0,10.0,0.0
731,2,0.2,20,4,0,10.0,0.0
732,4,0.2,20,4,0,10.0,0.0
733,2,0.4,20,4,0,10.0,0.0
734,4,0.4,20,4,0,10.0,0.0
735,2,0.6,20,4,0,10.0,0.0
736,4,0.6,20,4,0,10.0,0.0
737,2,0.8,20,4,0,10.0,0.0
738,4,0.8,20,4,0,10.0,0.0
739,2,1.0,20,4,0,10.0,0.0
740,4,1.0,20,4,0,10.0,0.0
741,2,0.2,40,4,0,10.0,0.0
742,4,0.2,40,4,0,10.0,0.0
743,2,0.4,40,4,0,10.0,0.0
744,4,0.4,40,4,0,10.0,0.0
745,2,0.6,40,4,0,10.0,0.0
746,4,0.6,40,4,0,10.0,0.0
747,2,0.8,40,4,0,10.0,0.0
748,4,0.8,40,4,0,10.0,0.0
749,2,1.0,40,4,0,10.0,0.0
750,4,1.0,40,4,0,10.0,0.0
751,2,0.2,60,4,0,10.0,0.0
752,4,0.2,60,4,0,10.0,0.0
753,2,0.4,60,4,0,10.0,0.0
754,4,0.4,60,4,0,10.0,0.0
755,2,0.6,60,4,0,10.0,0.0
756,4,0.6,60,4,0,10.0,0.0
757,2,0.8,60,4,0,10.0,0.0
758,4,0.8,60,4,0,10.0,0.0
759,2,1.0,60,4,0,10.0,0.0
760,4,1.0,60,4,0,10.0,0.0
761,2,0.2,80,4,0,10.0,0.0
762,4,0.2,80,4,0,10.0,0.0
763,2,0.4,80,4,0,10.0,0.0
764,4,0.4,80,4,0,10.0,0.0
765,2,0.6,80,4,0,10.0,0.0
766,4,0.6,80,4,0,10.0,0.0
767,2,0.8,80,4,0,10.0,0.0
768,4,0.8,80,4,0,10.0,0.0
769,2,1.0,80,4,0,10.0,0.0
770,4,1.0,80,4,0,10.0,0.0
771,2,0.2,3,6,0,10.0,0.0
772,4,0.2,3,6,0,10.0,0.0
773,2,0.4,3,6,0,10.0,0.0
774,4,0.4,3,6,0,10.0,0.0
775,2,0.6,3,6,0,10.0,0.0
776,4,0.6,3,6,0,10.0,0.0
777,2,0.8,3,6,0,10.0,0.0
778,4,0.8,3,6,0,10.0,0.0
779,2,1.0,3,6,0,10.0,0.0
780,4,1.0,3,6,1,9.22,100.0
781,2,0.2,5,6,0,10.0,0.0
782,4,0.2,5,6,0,10.0,0.0
783,2,0.4,5,6,0,10.0,0.0
784,4,0.4,5,6,0,10.0,0.0
785,2,0.6,5,6,0,10.0,0.0
786,4,0.6,5,6,0,10.0,0.0
787,2,0.8,5,6,1,9.64,100.0
788,4,0.8,5,6,0,10.0,0.0
789,2,1.0,5,6,0,10.0,0.0
790,4,1.0,5,6,0,10.0,0.0
